msno,city,bd,gender,registered_via,registration_init_time
Tm5oSY4nby0xznxyGZV14JoXhVvDY1oo8FIxbBXdugs=,3,24,male,7,20150510
BoYmbPwk8wmf7TmpUy/my/V38iC/lzByxgX8GGxSmY0=,5,21,female,7,20160326
U6ORXu4U6edzqhstoLE7+a1lBYJ8+PC6hTvDIPMKeiQ=,1,0,,7,20130806
36vaZxZqD0/G/PXN8/S0MGAlRnoioZoNfpbO5hmME/4=,1,27,male,3,20160616
3415gZRoAyrRgDiLcI/wl2ftfBgzoE2gGHFP1aBU4gY=,13,22,male,9,20080523
tqrIzbtASTHzAo8xD7EJWlzj+ue1t4zJtjNyyCQOodg=,13,30,female,9,20081027
c/d5KoZ212wohhkCu4tePs3zwyrasfEJkovulvV5UM4=,9,32,female,3,20150812
eN29M9TRUlg4/eq8H4JHJWEOiDYoXQ78sw11PkPr7Ek=,1,0,,7,20150802
nUYUhu7XsSNqSL6e8t9LjiCz/JUqcnFbIQ0UG3faUDc=,1,0,,7,20160707
VoKsosrb59Pb18KmRqqKuA4/y/V416vBMv43j/h2HRY=,13,28,male,7,20130115
HsTXOhMkqfgEbJt9cO6s8uRskeSZIa+sCMpCzTmPm/U=,1,0,,7,20140211
mCXeSRvsAkSUKsFMb1Py4eTFdeGAx0zFaPT4UUevykY=,1,0,,7,20131206
R+IgjvZPk6Pe/VHv4JaY+QMrkCt4GKUm2XWXmUoFy1c=,1,0,,7,20101006
I4k9Bk7oTU9XKxh672NnOmNK42RXlvZmaJtrPCTX0JY=,9,35,male,9,20080708
7gWWRV1Pr/z6XEQqQT9bGnqg9W7sTV83ZZjLnT+fBQU=,1,0,,7,20130831
AKjSzfFLeaPTeTgXiIsRMaMFTfjP6xr+loHlqDUJDCU=,22,34,female,9,20100405
RWWC2CbUVPf+sStVYHbvqmmV80sWKw9X44Qj0Oyg7Qg=,14,26,male,9,20100810
7Kms8+5jmgxNIHHaZS0Ss58SPzi1n/y3ciUTlJ7UPlM=,1,0,,7,20100917
/UW6j2QITk0xFwLa8u4AUZN6tOeyXUOYLO30rCFQirE=,1,0,,7,20160328
tzD4qddgEdvXi1fWpu2Bvrtu47czWo6noJ2HuQH/7ZM=,1,0,,7,20170114
mIIRsOWhtAOF9MR6cBUTl0wzFa8ZXnff6mmGfZDJP8Y=,6,36,female,9,20060409
vRqitcgq3PVOFI5ugFNFFi0he+sSWV9+m+yTyetOuKY=,22,26,male,9,20110821
8AQHsF/be06SfAM0fIx0IeKkZXg4v2zGYnGCw/buX9k=,21,18,female,3,20120529
FblIDf4TBHNgeSJyuthe76WHGHYm8+8r/j1MRO0c+Ko=,15,31,male,3,20120629
HwPl9Sqpj6+rzLYDw3B6r+yAiDE1vJaQXim/y7uii98=,5,24,male,7,20120706
IIpsePfby/W8Wq5OJnxPYEow5kuk3le9qachW1l6DzE=,1,0,,7,20120824
C4WIMLj4D+2KpALeiMoO9+6qGT0CYZmpxxMHoBP5M/g=,13,28,male,9,20080716
ezcv3VO+K3+wqEOt9WC9Czl7vo/mP2FqWSyYj7M8ICQ=,9,37,female,9,20100724
9kviWm/KwziGEt9KF9FGY0bG0Zp1mpVOzYuQp+sUu+U=,4,33,female,3,20130217
Bu6i9fTZs6FPE+pyvKv4BzTKcVlXgYjN1EnP7IhkH4c=,4,29,female,3,20140203
AxEU8caq1cPNs/UZ/tBXr75+fc6JFXEB3pDwTFdXqJM=,1,0,,4,20161214
R0IfQoyxCecliomGo+Ud5qopcWlq2z4SUpzijPqEgU4=,1,0,,7,20131029
TLYfzj/PFFeIIRKvaBSJMJXAxR+3+8NS3Flat4LKZrg=,1,0,,7,20110201
w0qGRg5FHZqYFmbGcfZCO0iLr68Bi5w/rKTicm/GDxQ=,1,0,,7,20140103
PTJqr26Lfc8jURK3pnaS3XAgEWmQB1ybBy4mzODlHKA=,1,0,,7,20160331
s1SvLNVK8cJUeRO0qnny6soQG3V4L/vIg8Mbrb7rdH4=,1,0,,7,20160627
5T+rgHmGwoijwCcd1sKbnu+F90M23+2b9gxKNmuQcGM=,1,0,,7,20130828
8pTENNaiaJDBNjYVKfPYOgXd0d6vqoQlEjVzzpBONh0=,15,24,male,9,20101121
4bdYTPOlfyATvNnigGyhxWY+I8jsBZX4im+q338WBSo=,4,32,male,9,20101225
QX7dnknJSMSXLENwGofRUf/YTCB0sheAhLgHDfJMNaI=,13,30,female,9,20091222
TydzQnBQWd5+XZgyelwTCPgSgiP0NR3aEE96384YcAk=,1,0,,7,20140709
z7jKgjQUS/7KsC4zvTaw2OmpDF6Mv9VxjZ0F202ezfY=,13,33,male,9,20100418
YgSwaoOS6cxtiikUrSDOpLMabb21X8ysNjkPt3yjFC0=,1,0,,7,20100730
Ewr1J0fEmHRbzAL/p+j5eldW/gjghOGAAuNqObmwyHk=,5,27,male,9,20091006
YJCnC5gNwTxrShjZ2DSdZuIvu7z3vyXvEB8/Ghw4sh0=,1,0,,7,20160515
O17sB+i5Zm4WLzjwDqJRoxM8etpS5ksiZ36IDk7mT7g=,1,0,,7,20140216
JAcKsbU3II/JHSpwfAa9fix5dy8BzwCGy+zsYd8QyEU=,13,44,male,7,20100505
uN5cXqSj0Q0xRR4eB17ragJ7ISlXP0HmW0vuBEgWDMA=,9,47,female,9,20051103
ysWCNsvfMu4UmuPD/XeONfhXFdpVGl+RPHTCN5abdS8=,1,0,,7,20140421
GqMTXPCs0zD4iJ7NxzLj5Zf+9pAkXFwu4CdLk20XdMo=,1,0,,7,20160606
yz7XtNDd73EYz4D8UlEmwv8e1u6ouaWIZv9nqueMEmo=,17,36,male,7,20140419
86mxfbAknuAK/AkULrPL5b3KdcSSDWUQ4whRcEBe5ww=,13,19,female,9,20150103
m7i1KZbsdbwTh+TPfnTfmVEURpk1IBvxPz/BsIVwy0k=,13,20,female,3,20140110
bjxyGF01jE2QhPZG5GUxfvW8coq8f4fa1IS1Cem9MMs=,6,0,,3,20130906
I+IwfhECLHV32rWveE4VsqKMLc2EMWsCA42tZjiSFLw=,5,18,male,7,20160505
1nMFjT/l7R0xh85RW1S/BupkXH4q8Bw9HBCkA+qnipQ=,1,0,,7,20151129
Mzb1Y3YVmzH0Ja8eQ1Ozmp4Jqv4dm8kg4+IDANnsKQM=,1,0,,7,20151203
jcYMA6teyn6c9DxuHZ94wf6fU2iwP6KKYOkfBeCP/BI=,13,37,female,7,20110111
jd6NQ3cMz5kXluZtfbxU9O7L0ADgOA2g917UiOtClxQ=,13,30,male,3,20140725
s0X6zhMxDKNU8U10AGA49PSilzaMVi/ar2BxS6hEO/w=,13,42,male,3,20130419
5ZpeUV2r+ri5/gJ4IgfNyd8IkZRoh0Lq8b2/idshQdI=,4,0,,9,20141207
Z0uzajhgjzKx9hgSYi6c1FaU655e6X/pxi0qtej6znc=,1,0,,7,20151202
KSmDTalaPqrgVI+rqZgkQbdITR1JTW+Hn49J4yYcI8k=,1,0,,7,20110905
c85k7JeTQ+QwTZrw/VP/K49p6t4CEH4VUif5dmxwfcU=,13,0,,3,20140114
TOaaAxDBuocL4Kolfxrok6kjUFERuay3VxjPaBebnes=,1,0,,7,20140122
xUZ54sdPls8YK55qCeL2pcYa9zRhG4V6Xti9/FNHrxU=,1,0,,7,20141007
JeSG/myDrZ0VtasE7F5fBvqIAYiX1+v8ZsW0NHSl9mU=,22,29,female,3,20160728
IZl4WQZEw6nwWuVgPQQ6pcrn06T/nBZfYgFIQvpa7h8=,1,0,,7,20121009
DA5U+HjGQd8naLeVLtkuaP0d1dzEWonehADzBrYGFvw=,13,0,,3,20121114
T0bTEbW7dFlHEagimuWKR0zRgRQ1h4mejBfBd8gmoKc=,1,0,,7,20151128
phr72GppImZlhfk20q+NztFjbdpS65def9w4jDKxdLU=,5,37,male,9,20070221
daiqBZZjV9mkUsG/HH9BmbErdLFO2k46TB9FT1mpGAk=,9,48,male,7,20160322
XMT+rX7O+1F2CsflUS6nbwpZ4F/x77JUGjLbYJIsnco=,6,38,male,9,20050305
RBDJYSbG7xeCpCC5GKwXLJ9k8ORLnbARCVILPhoTLGE=,5,30,female,9,20060218
AmL7zWCsAxZEDFfPwYOTW1+Y2rB/MXPWGqBt6vdRRhE=,1,0,,7,20160326
nuli2g2PjcqPbvdIogFg2pjMgppewfFw7tbfPxrHT3g=,1,19,male,4,20160306
9Ja+bHfbA4UYFB33K8Cg5Cji++xgEiOsJGrLfJ2Im4M=,1,0,,7,20160308
RRwORzK1cD5Zg/XR4MxZe1LYQsLL/9EsjGUur4nNZic=,4,30,female,3,20121014
K2E9Ka4P12fZkZL69DZwT3JFj1nz5xOgfnxomGZ/t/8=,1,0,,7,20160505
ZwlLAJEhGiAbS5TTXfXhEm/i+YVZdoZi6yozBNG0OPY=,1,0,,7,20160523
kVorDguRUXWvb4LmLd+AbcBos1R4mcd5oD+s1fLOcdU=,5,19,male,3,20140208
BEop4v0/sdbYthbkcZiOvTZJFWp0inQC+USSj1xWKmk=,1,0,,7,20160201
rndPW0zkrXew+dxhaRaQP+vAL0uXmYZC0uyeHdJ4pzQ=,1,0,,7,20130703
gDrNendoCyZYijLXQQwIyG0lzPalCzepLkrVedkosmw=,1,0,,7,20160131
ERGwwk+Aor64eHQ0euTOM6xjwRK0AgQXq2TQbZArEgE=,13,30,female,9,20050403
KkKBNQYd33/lQt5Y1Z7SE8fxY9qJeukJC9T2Vefvk4E=,5,43,male,9,20050923
yMS3BzJFPIstpQbJF0ZQrjOHv/8Fnt+Y863T1bMd8XM=,4,23,female,3,20130210
uXQi706KQb15loqSCeyyczwV5p+SnlyNcboHuj9Hpf4=,13,33,male,7,20160204
nt3D2VDSjjUjfsivrZBFyA1TtBxxmdyxkzSRB+QMStE=,13,28,female,9,20131012
jqgGhx5LXE/jEjdDUFuavDy6JTZmE7pwlBJoe2RoiJY=,1,0,,7,20151011
aVwI/I1Okpood4Cax/FttjGC7RoQnWzoMwafekULa/c=,5,28,female,9,20151120
g/0Qus8D/gSBHMlwAMgJRHI8ktD/GU9u33X8imnGZRI=,5,20,male,9,20160426
pRWERVB9OmezkhzicWpdVCNxFL5NMBRG7WooGyzmWhw=,1,0,,7,20151110
+n4z38AweGpkdpsB6JTXq8W+urPSOapX2yiL+ajE/zo=,22,60,male,9,20130928
3o2SIouU7Ql1old8BnEApGevC5epfw8fTsKfZ8RVDRQ=,13,23,female,7,20130731
5URnuK+0naEcbAjs1fpBMCYp6V972AgkS/RcrIZOuHs=,1,0,,7,20131115
t5HYihHax071HhZGt/Sj9gAfm28Hy6tkft6Z4sfkMLQ=,12,24,male,9,20090620
iNAEu+5Y3R+WI7guF9Eqopq9Xv0ZEF6+PNFEywD4pr8=,4,29,female,9,20120311
n5LoLhH8RqIdg5WmEBwrKuSkje7Wi4jTCt9NPpr0TOE=,13,53,male,9,20060923
2KVhCj5vA3+C0KBxQcxalvdXtBmS3Vfehcv/M0S6DpI=,13,31,female,9,20070116
ZAf5y//sizhjXxyt6m4G9TLW1Mq0el4j+33Qj+hYVNY=,13,42,female,9,20110202
hE3wmAmTW7BrBa6jXaXIwXO1wRX38z/L4ExMei8hM5w=,1,0,,7,20110226
vzeqF8/U0StGu2wKcDms+Rcst/Op00IlYvTeA7KPisY=,1,0,,7,20150815
A7tohhyHZclGiCKKKp05shpj0RzmBBUIP/R5WRrx4GM=,17,29,male,9,20090514
jtTuU4o3aAZDhyFjrwUClgxVZbKxDH5dFgvqzFRtfDc=,4,25,female,9,20070614
gNhrE7N9ttnCbdfaeC6AcHIV2Kj3F6uolpquVgtip+E=,15,24,male,9,20071124
SgqIXLkA1qZIEm8AY9X6tvAWzyp+H05imCRcp01Tibw=,4,0,female,9,20050718
4aXsDt62zhLNrcTmSQRkgEi+DhfZT3w+GP+Jh6Ev7FI=,1,0,,4,20160523
gIm9nL2nhZO/5wAr+7V6u3mV9ZJlMZzRLfoJusmBHv4=,1,0,,9,20140612
jYgqRspWaSY98m/pzvbGAzdUWxmDT7Gtq7gJapYJwjA=,4,26,female,9,20060108
2aZE351w7pWHyMft6tblK6kPmGWPNlRBzKxkzZlmJ5I=,1,0,,7,20130824
6V2ueleRHNiI0GTINNjvOqJ6f9RIt+slSiC+bLooa6Y=,14,31,male,7,20141003
6yjyam0Nbpt22BzdsUCeJrWZIemZfhjG6FDoUCV47Ik=,13,26,male,3,20130418
VyohAuh/r1UCiYbyl/a26EWTCbkOoDNQKCKisJLBrNE=,1,0,,7,20130502
0hPrVe7Ju0Lh/f5lEeEAJkT9fNn3hJRWKNzYWAOppas=,15,27,female,9,20110902
n73qzkESDuPtjJloxNS2m0h7oogQoghrVHSk4qKgMTw=,1,0,,7,20130916
PshUZyqoYoxlFO33KiOP8H+gP+siGyx16C9PeJMLvNA=,10,28,male,9,20120924
JcGFbL2DxujasxmplO0tDco19qY8eW5YjuNUNQdKmfU=,13,30,female,9,20100306
hmzT5mczMrGzF7iEnxDVl2Feo4h8NZYPJETfQDEdSl4=,1,0,,7,20131128
Nu3LIwjw9HGtrcF7G+YcMde0gZnASeBVYFvFTOrzlGk=,13,0,,3,20131204
BbB0//A8DP4OLGRzP7HbXiVzWaGbHzOgPKAyHaryQI4=,1,0,,7,20151021
8xRpzxJkNhYnwZbIlERqLZlk2PevjCmZ5buzza2e7pk=,22,25,female,9,20101206
KCTC8lhMpv/tlz5WTiXNIov3A+J3+5M8kOR7I357LGk=,4,27,female,3,20120229
2/lQipQ7ZMuWXEtIYDPfNyv5f+kBas2AiBMKjC5AVlI=,1,0,,7,20120407
CAukFdkv57HpV3VymZIJCh304LnMBruASNsV1t6DAC8=,5,43,male,9,20100211
5BAYX+INjiAoZ4qu4yhMb5VJA3HGaaSXoDD5/cEVsYk=,22,27,male,9,20090917
/SVNHAgIso962VMe+p/ptF9nIf9275vB+7x4ODh4jN4=,22,69,female,4,20151210
uDT8cz06dz2Hwv0DspKzjDPcP4izsPH6HZgd9EvEgGg=,17,17,female,7,20160204
wcX8qnnYxCHaPcPOb1Z0dOIRWwN0t6vOZ02fhk7CTv0=,1,0,,7,20160601
9/fAJJjtDFhLXqy+TaEFaWO0FJ9N8mPVtkBGGkgXzUQ=,18,24,male,9,20090201
dM0HVwl1MR4Z/VR84i31sile0j+kEOa74KoTbli3lZs=,4,27,female,3,20130730
EEFyNXSZaZyUY3uHqu9tGg9We2UhYaFdrJK1syrXTMY=,13,30,male,3,20121117
fVd1LokX1jGzQfxY7QnY+ZWFHOFGp6XtiDrQq7Jujo4=,1,0,,4,20160304
P6RCASYja3C31jIG8+oflO1FHrxjqzZKMm1EcIJR60k=,1,0,,7,20151205
NhmMiPcqjwCmhrMgn0ekVxM6nQ/O9IluztTT4nuttOU=,1,0,,7,20151207
W1TDxiWFTj8k0gtQ3gLbujBQoOvdDuslEKUY36GAy4g=,4,32,male,9,20100107
g+htqrzbNHw7S2DJjeWHgjAjPgV5ewQzSfo59gWW4qk=,1,0,,7,20150715
2bYKq4EGu3zqJDUmeEpGlpo5kli0XOCUQbBa4Fh1N88=,1,0,,7,20111220
ykVEzob0WgMxy+1oVCjm2Gc/OP1JpcbqD3Q4u423YHU=,1,0,,7,20150825
BuiTaaQIyU7o+lmhxBrZf2rDRa0WNjENluJ+sgnzTUY=,13,23,female,4,20161125
ZluvujOZcGZ7TzYlQu6O050QN3XV+aHuUk2ThtmQ8A8=,6,24,male,9,20110509
AyWk6R0ZtVQ92KBKHUoNuhTZcvJtlO39MZpEMCiTDgM=,13,29,,9,20140330
2/vcYoXDLOrGIXXRvOsfSBDHHYN7aKxqg2ndYRuN4JY=,5,34,male,9,20070308
17K0bwsQdabmaQwjufFCOUL4HDppb8s08pjmrE+CC2Y=,1,0,,7,20120615
d/ILQQ17+3caBnhLzCK+u9xiGndpRXCTXmznUZoUgXA=,1,0,,7,20100416
0KimsdoglH+a4OH+QidskRw77UuiYRBC4JrJbxq01CQ=,5,49,female,9,20100803
xZl27YJbrZtMjhlYdCwJNVRQPVUjp8nPfmZTiLWFrJQ=,1,0,,4,20160705
D9J4c2PwUXsWs7kPmR+R2BZEr7oPFjZaFK8f1u1sTUw=,1,0,,7,20151009
qpJOnEG/mUYKgn08A1n60r4ikVE1pAyNRRIzfKYM1Yo=,1,0,,7,20160614
b+uvR23nPYipjtEQlTdNsAYvGJz+AGK9p8yP1HtvOdM=,1,0,,7,20151228
3OVaBApWM+d7qoFWUQaz1N2U4s3ggXV27a7AOBXB8pQ=,1,0,,4,20160215
mN8AFUzqsFSjvIQAzziLdUcYGFw0r8FgULh6KG5ejkc=,13,34,female,9,20130125
NZ5I1PUAZv2gDYuI1/tbGNrP0KAj+wRYDGVrbWvgXew=,4,33,male,3,20130328
UHgk/iQSUhXxzRuIRTKguvQMNOqY0+x9Vomzd+OwLjI=,1,0,,7,20140312
Co6pcUJKMGNJ6/i+IwTEgSo1bRvZDX+pXC8bAZVplwM=,11,25,female,9,20070405
jAC08gzwAFUrxunpsrc/LhN0Ip/fKtQ2nv+RcYTrVPw=,13,21,female,3,20150820
iKg3vBggdBJUVCclOyG6PMvTcWhiVLYFv5RVUVk5bgI=,1,0,,9,20150916
OmVFlK/6r5fAMHS/KG0AEkXnklRiJiNNukGZjlJ9UA0=,1,0,,7,20160731
M4AMlEdSLMz/ybhHW50j24+KLAGu3iUGHKh3J/WgVVI=,13,0,,9,20160818
PBO86umy5NDoqUfzFJkXzJRE8pKaYxCxs1A4Ex8mZKU=,1,0,,3,20130209
6omCaxvhnH+tE83/CVz9kL+JP/e0FoqjK/bN6UgBWyQ=,5,23,male,3,20130212
kaS8864svPjxTi7DIsA/5nSMWpzwN7OEmaG0YAaau9Q=,1,0,,7,20151110
vH8FB64fXJFaJThE1f/gB3aUNLG6pb/dn7hhLV0rdeo=,8,21,male,7,20151208
t9JwUEBleCq+A77GStfJpAqkzIGiOXX4FGQ8R6EGs1g=,5,39,male,9,20060214
BaUoidIyJRwEet4WWCQ3PbHqsfZkbPzlhq82B8erqXE=,1,0,,7,20130715
qhm3nVbWipRR6NoJMQk3hp+J3OVCmPTZUt8PxlCbZp8=,1,0,,3,20131102
tPVfF2oOOBlojXPb64EhOh7H0sjCsh8U8SJ1csVWb+0=,1,0,,7,20130805
n7CatCJzyNUGBjR+wfI6IUvVubFBPwknFnaLbyV++ZA=,15,69,male,7,20160605
W3zf7W5qZnPvHGIqCOFrf+DB7LGHXHii7cO/z83E8iw=,1,0,,7,20150707
OBTP9wfa2UBOaUHK85aH/5N+Vw+nPkNPCumzYJLtAjs=,1,0,,7,20151217
FfodsIwuAElFNkU3qNMHRx7JCMaq9twkK7pi0elGUlo=,1,0,,7,20150812
MRgF8uFZEodadI72zcwy5TnDmg+hYXvN0znuFdFBrFc=,1,0,,7,20150813
cSi/HI4tfz+FW03Ef3plgIhInfHdI5TQKMFynNjxHZ0=,22,32,male,9,20070714
dkjJQ4eqk2oXBgtp02BoEnIOedcFqbKWiybpepdV1eU=,15,33,male,9,20100210
aUS9XcXBgHqZjURsrEBZ7Kj7qSikG1Q48deb78tKJfs=,1,0,,9,20160127
4wGnBfBcKRpBQGnClOpOp7/fxUI2MCca4EPHtffKBGU=,4,48,female,4,20160609
gqJwrMnPakl4QwiW/yymQUjPAQw1MIFsnT1DXoFdS4M=,13,26,female,9,20050702
1TDLJKsX0zr+SQrjreXnqryoDQeNTLoy3VWM3okc9iw=,1,0,,7,20101223
4r0CVimmpLJEilaTA1rK+NsyJ7gzqKVlhpWyXlPqTV8=,15,26,female,9,20140815
an8yvSPV0sxOewEVOd2R/enEBbJaVqZZzBPfIu6BcuI=,1,0,,7,20160703
zlge4Ie5fVTEPuhy5/Ds5sgwqdtOBDnIYnq0koBBrwU=,1,0,,7,20140622
Q3h8x6nAvlfPzpdSWV7ZN1tkMDon5dvMHzuoZUT2vNQ=,14,35,female,9,20061106
FzOqMSiKDvOORa6AhsWJknVPo/RMc2oBexdTHEAjeHI=,1,0,,7,20121217
zsS4jao4vaDcdcNzDfBZ8BzjZg0grUJaMZwVAHLfF9g=,13,24,female,9,20080221
euUPtsRu2SuNOToe2tIVhx4LogIs9ZbKbYF52/pKDDk=,13,33,female,9,20051017
zc1mn3wQRFQAnQ2cOX2ogo3xGcs/P/hsSm8ZWp24NpM=,4,33,male,3,20131111
J62li5NawsMW+jfj19NzS8S2Xd3wuViTHUMdqht7jQ8=,1,0,,7,20170129
ak7O5FsXSDwJ23J1Tnvk8RYIq0Hp4mHhepbfzyH9jTs=,4,24,female,9,20141119
FIMSRS9Mzxvi6UYMzi2m4uZyUasOP2NCcP1BWqWso5c=,5,30,male,9,20141226
VWQiAlSdUS+haMg2MIvJDwSqqxSMEjfB7g3gv5yfJu8=,13,27,male,9,20111020
D/OTK5cOCrmQYJ9Kj6Q6a25RmSxc+QdRZ32YlMdz5SM=,4,33,male,9,20090507
zjVVUqzJLUoQLri2fzB0xHx+1Q/WslTXwQvC4Lazqxg=,22,31,female,7,20100924
Vnja/UNqZkd6QuCM/dASihERBqYyQxvEailVt+ssF0k=,13,41,female,9,20051025
9aj97Xb6YUZ87NTZXjZMRAkAUkCblXp4TlbVdX0FeoA=,1,0,,7,20160808
2J1cRN+CAnoeJqCjl+rpgL5H3e8xGveV3QLaq7+SAck=,1,0,,7,20140708
9P00iAlt7Xq80LkDVm1Lp35tiygctCal3use78OQGJI=,1,0,,7,20161124
i90gfQvjXT1PBjUWuuzbsPL2HOoQLwY6b9M+1C9qnFU=,1,0,,7,20161204
lxNpCNASBa+QVW2NVMp8S4H+gPsmPznykYYAbrdZo2s=,13,25,female,9,20110610
2xaruypmh/cfyPVJjVHzuP8p0HE1ZGPolWgfUoIbKg4=,1,0,,7,20110211
DMCnxOiAO66jfYG14ZFzNyseVuVsCFnSk4Z9jTq14Yc=,1,0,,7,20140504
1eU/YFLocZTBBv3TK4K0XsRiXhXC2QRcHQrTABgb6A4=,5,0,,3,20121126
rwcRwFXtUwsjqVdYVTTw/mG5B6E1A9loZ9wKXT6cjVg=,22,0,,9,20101230
J2lY5g9/3EJJ/E9ve6rygsU+HHJJFlYQiG+Xvj0LE+M=,1,0,,7,20110116
MQJh0JzTYfSzdsOH/ice1rsxouzE/dRDFeI4MhA3mqA=,8,32,female,7,20110205
gwZyVGRXGMbZpUZVRgyfuB8WRoFEuu+nIARamrw45UI=,13,34,female,7,20110319
rrsoteAFmTalwz7N8m7cf+7Scr67OGs7O4gsheM5u/Q=,17,37,female,9,20110523
eVNDh1sTihKo1zOqLHUy+T+X1/Ep54c4DKPwrAYzFJE=,1,0,,7,20130119
YdwwAcQLff8MmnaS3X1jSd8111bet3SBktsTPXgcTME=,15,30,female,9,20110626
5t8vMpS1SSss1zDbPlMXcj5Zp9H1kLMQ6C5HOAVRahY=,5,0,,7,20110721
bj7Oq2GYb4b+3yXaFYoOSwmRdFAjotGw+b9rfUzJuI0=,22,0,,9,20130118
6+rE+5NyqRCR9PDAVcajDmDzMn+Dpco39jN6BHXLu/g=,4,26,female,3,20120619
yD5ZN6ulv/luYDyB8G0RoBQcMe8HqqTSfRMaUyDtXm4=,4,28,female,3,20120812
f3w6Z7lHjbNRWAcTXIzGoBle9Q6E1MNeSnPRBKGCTu0=,6,21,male,4,20151221
fZrj7QN2Qj+mOBtQpeVXlV6zNkzGJvYMzqaKGmRIH44=,13,20,female,9,20160707
S4xL4rnRysDfpz3Yn0yCuNr9yhhk/MuxCDt2IIPNgNA=,1,0,,7,20100524
ibcsJZhC7bdsh6P31kfDV6kyGHBi6JmWDLx3snR6bok=,5,25,female,9,20110313
FoXzjkEX5T3FUXTc7KQqRkvwxrN54jgA/dXg9uGVtno=,5,46,male,7,20100624
3ONsPKCrh83cunYL6oWNqUBSlrFVE0+vXwuQJUCDCgo=,4,0,,4,20160707
ncPjuO2YQB6Pj4c2PWnFMo0NHul/LuAEa4jFD7Bzk+E=,13,36,male,9,20041205
QM8Zl4vybmWyAoTw71CjiDB/4RYbzjTRON2gZeArtvA=,1,0,,7,20160529
C6F/iNR4IyGBvmBGR7m2ANWzim7WxMRp0kJhyIZYHD8=,1,0,,7,20110502
OuRxsgT5iDBQYAc2hDT3OJKFpejU075RAUIRJ50NK2U=,4,0,,9,20140502
1F/mAKBJiZxitbgqZ7eAu+p9tEbYi1ot/dbdvUFgBxA=,8,25,male,9,20120309
+yWR2OFRE5REuE0H0mec+0PAIuMaplsv3YvAi7vMayc=,13,21,male,7,20110608
UazpZIA9BcSw75zTHyjF89FTC/D6y+xcg+iMvApccto=,1,0,,7,20140204
+0OGI857ICSaQ8G6DOYgjWuvVnJ3uBc5pAmD2l4Rg3I=,22,25,male,9,20090719
DtMbIC0QZ77WHbQ6/81nax0NUSQtNnsVNEaFgs5k1gA=,1,0,,7,20151111
CD1lvuB21svKm3Kta6avpD+fUq8NvhN7PDaVC9Nb8vA=,5,22,male,9,20120730
3CGepaTWZZRKpJXihJpEGbexshDZZKueGr5owufEKHs=,1,0,,7,20160405
XCUhjAzsPwtBgWdDoTH52NpZJE/Y4EsPniXL56jzTJI=,1,0,,7,20150929
qLkpKOf4rk59fPJ7RJfJtUtjRm8pvokgZq4vIX55U40=,4,33,female,3,20130622
SFDXm26zmayPC6UwNpWQlwV0z1G25z2W+O7nd1ef640=,1,0,,7,20131114
bsAD8PTtTdbRVI1fCnJuUwl0mXdTHJu1FWjLFkWqpy4=,6,22,male,9,20151104
Ga0w2E86jhdkd1PmLY7kXG1r4Krwb7Jj5D8NQaUpGaU=,1,0,,7,20151213
gNFMXiZ/AqNKS8Jcc65B3hvQn8hqC5vszj34IqHjykM=,13,19,female,3,20130129
3Q5ECcJbrZHMydAz2VJq1PLTagZlUvSKW3v1Yt0zpUA=,20,0,,7,20101215
/sdfL+CovT6VOdGYKojzKqMVjf6EdR8ti/IuL+IErt4=,22,39,female,3,20121103
iiwTSmnjUMVPpeGeGIYKFaie7v9qWXZl1dSyfOheIhU=,1,0,,9,20150429
iUtJBfckOJKtlDy+R/gcF61/OLw2sYKMAkLFeXJtljY=,4,27,male,9,20060715
z2PebGUa1Eu6MLhKSTDNxBamvoqVaqlc0uef5+tirt4=,1,0,,4,20161204
gkamLx/t+jH0X9OT0VnwDay2gTUEyD+1UcdrDDkyBxI=,4,0,,3,20130419
Sq7wEjXwj6R2D/jdYGob/uX2KvCl/qJTLkSIPB+rL9c=,1,0,,7,20160628
bPDiwIEvx9Al5/GXkXaEcWq4weCQL8AYJsdkyLd+OMY=,1,0,,4,20160424
tfFPLz2FeQdAfFhuEFSA054rwsPqxdLE+RMwY1nkGAM=,1,0,,7,20160506
YLqFB4n05ButKVHEitmD15SU4WRXDe8o/1XejRs+Xco=,5,18,female,3,20130422
X5QDy+VhyiHzgGoPnoOL+acjtmzMMJvScQZR8XP14LM=,1,0,,13,20170120
0WF/X6YrFbiGWqmYjvdD1CqK9Hbr3zmXTd2PdTxf/ec=,13,0,,7,20101025
WsEqCM7R/vqvwOCNqp2R8WO+ev92Lv0S4WuMvLABvCI=,1,0,,9,20140206
X9AxyNgk8jVluXiA8p+u/YeuE/GUTMWZoAJ2cXo442c=,1,0,,7,20160114
Nei93yHDt1M47cd0dqiiYwUdlMvrElJtT6+V3lZLNoY=,5,48,female,9,20101021
kt/vbiiWhTyjXQQa7aDILTAAnzwR7q0vfB5jRvaNhNs=,4,30,female,9,20060320
MSE/K2bfv8G5dPyKPId6JeXMQzFqgcfn5JdF9oVzJ4M=,4,32,male,7,20131031
b0J/aa2PdsQb6uey4Oy4rsT6iNFKnFSMcOVQxbKvtsU=,17,23,female,7,20131125
7xNhmqfBvlW3XCq3DNozNa11odl/UiTQJq968JaBHSU=,4,51,male,9,20101217
BzqoenFDF++TqiM4im5D32f0ip3Ei/Q73xdh82hcVGI=,22,36,male,7,20111116
